70.317245	1170
72.971001	1142
75.624008	1125
78.278404	1101
80.929909	1079
83.580666	1066
86.230667	1056
88.879913	1057
91.528419	1055
94.17617	1060
96.823174	1053
99.471558	1056
102.11706	1069
104.76182	1066
107.40582	1043
110.04908	1064
112.6916	1055
115.33336	1058
117.97437	1065
120.61465	1085
123.25417	1110
125.89294	1109
128.53098	1140
131.16827	1186
133.80481	1218
136.44061	1249
139.07567	1309
141.70998	1342
144.34354	1401
146.97636	1442
149.60843	1499
152.23978	1573
154.87036	1612
157.50021	1682
160.12932	1750
162.75769	1842
165.38531	1931
168.01221	2028
170.63835	2111
173.26375	2193
175.88841	2323
178.51234	2452
181.13553	2560
183.75798	2665
186.37968	2793
189.00066	2893
191.62088	3016
194.24037	3143
196.85703	3269
199.47504	3410
202.09232	3553
204.70886	3722
207.32468	3854
209.93976	4038
212.55409	4198
215.16769	4384
217.77846	4571
220.39058	4729
223.00198	4923
225.61266	5109
228.22258	5248
230.83177	5432
233.43814	5557
236.04587	5659
238.65288	5777
241.25914	5852
243.86467	5909
246.46738	5994
249.07146	6065
251.67479	6070
254.2774	6154
256.8772	6158
259.47833	6145
262.07877	6161
264.67847	6225
267.27533	6243
269.87357	6243
272.47107	6264
275.06784	6303
277.6618	6328
280.25711	6351
282.85172	6372
285.44348	6414
288.03665	6431
290.62906	6452
293.21866	6446
295.80963	6524
298.39987	6557
300.98727	6562
303.57608	6590
306.16415	6642
308.74939	6623
311.33603	6644
313.92191	6629
316.505	6663
319.08945	6693
321.67108	6727
324.25409	6754
326.83636	6756
329.41586	6796
331.99667	6798
334.57474	6846
337.15411	6823
339.73071	6812
342.30869	6850
344.88593	6865
347.46036	6881
350.03616	6930
352.60916	6974
355.1835	6948
357.75507	7004
360.328	7036
362.89813	7076
365.46964	7055
368.03833	7118
370.60837	7125
373.17566	7206
375.74426	7190
378.31012	7261
380.87729	7326
383.44171	7334
386.0054	7399
388.57043	7416
391.13272	7441
393.69632	7457
396.25717	7483
398.81937	7563
401.37878	7541
403.93747	7597
406.49753	7602
409.05481	7632
411.61343	7687
414.16928	7688
416.72443	7692
419.28094	7763
421.83466	7771
424.38766	7791
426.94205	7857
429.49362	7816
432.04453	7852
434.59674	7891
437.14621	7895
439.69498	7936
442.24509	7938
444.79245	7947
447.33908	7996
449.88705	8002
452.43228	8060
454.97681	8118
457.52063	8111
460.06577	8131
462.60818	8181
465.14987	8173
467.69086	8208
470.23322	8248
472.7728	8265
475.31168	8323
477.84985	8391
480.38733	8392
482.92615	8434
485.46222	8468
487.99756	8451
490.53223	8490
493.06619	8561
495.6015	8553
498.13406	8563
500.66592	8632
503.19708	8677
505.72754	8683
508.25729	8706
510.78635	8700
513.31677	8752
515.84442	8796
518.37134	8818
520.89764	8883
523.42316	8888
525.94806	8927
528.47223	8960
530.99567	9021
533.51843	9028
536.04053	9047
538.56189	9077
541.08258	9118
543.6026	9147
546.12189	9182
548.6405	9211
551.15839	9231
553.6756	9269
556.19208	9296
558.70789	9342
561.22302	9336
563.73749	9369
566.25122	9419
568.76422	9435
571.27661	9503
573.78827	9501
576.29926	9542
578.80951	9571
581.31909	9591
583.828	9624
586.33618	9646
588.84369	9733
591.35052	9738
593.85461	9817
596.36005	9825
598.86481	9853
601.3689	9885
603.87225	9939
606.37494	9977
608.87695	9988
611.37622	9985
613.87683	10083
616.37677	10046
618.87604	10102
621.37457	10168
623.87244	10200
626.36761	10170
628.86414	10300
631.35992	10258
633.85504	10348
636.34747	10322
638.84125	10353
641.33429	10366
643.82672	10455
646.31641	10439
648.80743	10483
651.29773	10616
653.78741	10579
656.27435	10622
658.76263	10632
661.25024	10667
663.73517	10707
666.22144	10809
668.70697	10781
671.18988	10825
673.67407	10869
676.15759	10920
678.63843	10933
681.12054	10952
683.60205	10991
686.08081	11034
688.56097	11054
691.03839	11063
693.51715	11141
695.99524	11119
698.47064	11190
700.94739	11197
703.42145	11235
705.89679	11263
708.36951	11316
710.84351	11349
713.31488	11339
715.78754	11376
718.25952	11448
720.72882	11440
723.19946	11493
725.66742	11516
728.13672	11519
730.60333	11540
733.06927	11617
735.53656	11664
738.00116	11659
740.4671	11662
742.93036	11736
745.3949	11758
747.85681	11763
750.32007	11813
752.78064	11869
755.24054	11866
757.70178	11927
760.16034	11942
762.62018	12019
765.07739	12028
767.53394	12035
769.99182	12076
772.44702	12170
774.90155	12138
777.35742	12197
779.81061	12267
782.26312	12322
784.71698	12365
787.16821	12358
789.61871	12394
792.0686	12444
794.51978	12460
796.96832	12514
799.4162	12506
801.8634	12616
804.31189	12630
806.75775	12676
809.20294	12655
811.64752	12769
814.09338	12793
816.53656	12869
818.97913	12855
821.42102	12925
823.86224	12976
826.30475	12988
828.74463	13009
831.1839	13030
833.62244	13088
836.06036	13134
838.49762	13163
840.9342	13157
843.37012	13197
845.80737	13197
848.24194	13282
850.6759	13295
853.10919	13365
855.54181	13343
857.97375	13358
860.40509	13432
862.83569	13475
865.26569	13476
867.69501	13498
870.12372	13500
872.5517	13560
874.97906	13599
877.40576	13683
879.83179	13706
882.2572	13665
884.68188	13698
887.10596	13721
889.52936	13785
891.95215	13784
894.37427	13837
896.79572	13868
899.21649	13904
901.6366	13979
904.05609	13988
906.47491	14062
908.89117	14038
911.30865	14045
913.72552	14038
916.14178	14180
918.55731	14172
920.97223	14218
923.38647	14235
925.79816	14330
928.21112	14356
930.62341	14365
933.0351	14370
935.44604	14468
937.85449	14479
940.26416	14548
942.67322	14578
945.0816	14635
947.48938	14672
949.89453	14709
952.30096	14796
954.70679	14786
957.10999	14881
959.51453	14895
961.9184	14969
964.32159	14958
966.72223	14982
969.12415	15067
971.52539	15089
973.92407	15161
976.32404	15160
978.72339	15183
981.12012	15257
983.51819	15308
985.91364	15287
988.31036	15395
990.70648	15412
993.10004	15481
995.49481	15490
997.88708	15548
1000.2806	15617
1002.6735	15549
1005.0638	15617
1007.4554	15668
1009.8444	15676
1012.2347	15778
1014.6225	15738
1017.0115	15775
1019.3979	15850
1021.7857	15830
1024.1709	15945
1026.5574	15965
1028.9413	15978
1031.3264	15960
1033.7091	16053
1036.0911	16058
1038.4742	16070
1040.855	16199
1043.2369	16134
1045.6165	16229
1047.9952	16239
1050.3752	16293
1052.7528	16285
1055.1316	16375
1057.5078	16415
1059.8834	16418
1062.2603	16435
1064.6346	16493
1067.0083	16561
1069.3813	16587
1071.7557	16602
1074.1276	16601
1076.4987	16639
1078.8711	16691
1081.241	16743
1083.6102	16859
1085.9789	16854
1088.3488	16975
1090.7161	16886
1093.0828	17079
1095.4489	17074
1097.8143	17093
1100.181	17068
1102.5453	17124
1104.9088	17188
1107.2717	17189
1109.634	17145
1111.9957	17148
1114.3586	17219
1116.719	17233
1119.0789	17250
1121.438	17273
1123.7965	17381
1126.1543	17352
1128.5116	17435
1130.8682	17486
1133.2242	17532
1135.5796	17635
1137.9343	17730
1140.2885	17892
1142.642	17970
1144.9948	18079
1147.347	18155
1149.6986	18175
1152.0496	18170
1154.3999	18270
1156.7496	18314
1159.0988	18311
1161.4473	18352
1163.795	18326
1166.1423	18483
1168.4889	18465
1170.8348	18524
1173.1802	18543
1175.5249	18594
1177.869	18651
1180.2125	18669
1182.5535	18756
1184.8956	18722
1187.2373	18794
1189.5782	18895
1191.9187	18958
1194.2584	18981
1196.5956	18998
1198.9341	18982
1201.272	19051
1203.6093	19064
1205.9459	19152
1208.28	19124
1210.6154	19167
1212.9502	19251
1215.2843	19229
1217.616	19304
1219.9489	19349
1222.2811	19367
1224.611	19406
1226.942	19487
1229.2725	19482
1231.6005	19444
1233.9296	19589
1236.2582	19565
1238.5844	19652
1240.9116	19685
1243.2384	19791
1245.5626	19826
1247.8882	19818
1250.2112	19909
1252.5354	19918
1254.8572	19969
1257.1803	20000
1259.5027	19986
1261.8226	20150
1264.1438	20114
1266.4625	20223
1268.7825	20212
1271.1	20275
1273.4187	20354
1275.735	20393
1278.0525	20387
1280.3676	20552
1282.6819	20469
1284.9976	20599
1287.3108	20603
1289.6252	20715
1291.9373	20701
1294.2505	20806
1296.5613	20859
1298.8713	20782
1301.1827	20894
1303.4917	20981
1305.8	21051
1308.1096	21068
1310.4166	21084
1312.7231	21157
1315.0309	21095
1317.3362	21184
1319.6409	21225
1321.9468	21264
1324.2502	21292
1326.553	21390
1328.8552	21445
1331.1587	21445
1333.4597	21466
1335.7601	21557
1338.0599	21535
1340.3591	21538
1342.6597	21622
1344.9576	21599
1347.255	21687
1349.5518	21716
1351.8479	21806
1354.1436	21798
1356.4385	21838
1358.7347	21963
1361.0284	21921
1363.3217	21879
1365.6141	21936
1367.9061	21989
1370.1975	22022
1372.4882	22040
1374.7783	22086
1377.0679	22158
1379.3568	22132
1381.6451	22187
1383.9329	22230
1386.2201	22226
1388.5066	22305
1390.7925	22271
1393.0779	22382
1395.3625	22382
1397.6467	22396
1399.9302	22452
1402.2131	22509
1404.4955	22542
1406.7772	22591
1409.0583	22567
1411.337	22673
1413.6171	22722
1415.8964	22692
1418.175	22809
1420.4532	22794
1422.7308	22919
1425.0078	22951
1427.2822	22951
1429.558	22927
1431.8333	23045
1434.1078	23038
1436.3799	23098
1438.6533	23144
1440.926	23245
1443.1982	23262
1445.468	23321
1447.739	23379
1450.0094	23401
1452.2792	23427
1454.5466	23526
1456.8152	23611
1459.0833	23666
1461.3489	23627
1463.6157	23786
1465.8801	23709
1468.1458	23773
1470.4109	23819
1472.6735	23862
1474.9374	23896
1477.1989	24029
1479.4615	23959
1481.7236	24046
1483.9833	24109
1486.2443	24080
1488.5028	24140
1490.7626	24243
1493.0199	24214
1495.2784	24229
1497.5345	24229
1499.792	24294
1502.047	24411
1504.3014	24411
1506.557	24400
1508.8102	24504
1511.0646	24487
1513.3167	24527
1515.5699	24528
1517.8208	24583
1520.071	24550
1522.3226	24660
1524.5717	24654
1526.8202	24648
1529.0699	24657
1531.3174	24761
1533.5641	24753
1535.8121	24813
1538.0577	24759
1540.3027	24786
1542.5471	24824
1544.7927	24947
1547.036	24933
1549.2787	24934
1551.5208	24980
1553.7642	25031
1556.005	24962
1558.2454	25002
1560.4852	25085
1562.7244	25126
1564.9629	25073
1567.2028	25206
1569.4402	25182
1571.6771	25255
1573.9133	25352
1576.149	25337
1578.3842	25330
1580.6187	25345
1582.8527	25424
1585.0861	25519
1587.3188	25597
1589.551	25586
1591.7827	25585
1594.0137	25679
1596.2441	25699
1598.4741	25804
1600.7034	25763
1602.9321	25772
1605.1603	25921
1607.3879	25983
1609.6149	25992
1611.8413	26038
1614.0673	26128
1616.2925	26138
1618.5172	26220
1620.7413	26232
1622.9631	26279
1625.186	26428
1627.4084	26378
1629.6302	26461
1631.8516	26514
1634.0723	26604
1636.2905	26579
1638.51	26647
1640.729	26653
1642.9474	26662
1645.1635	26706
1647.3806	26828
1649.5973	26857
1651.8134	26914
1654.0271	26900
1656.2421	26921
1658.4564	26986
1660.6685	27060
1662.8817	26984
1665.0944	27051
1667.3046	27153
1669.5161	27170
1671.7271	27213
1673.9357	27217
1676.1455	27287
1678.3529	27280
1680.5615	27336
1682.7678	27331
1684.9755	27294
1687.1824	27348
1689.387	27449
1691.5928	27372
1693.7963	27433
1696.001	27524
1698.2032	27475
1700.4067	27498
1702.608	27520
1704.8086	27528
1707.0105	27516
1709.21	27513
1711.4106	27537
1713.609	27597
1715.8068	27611
1718.0059	27668
1720.2025	27703
1722.3986	27778
1724.5959	27792
1726.7909	27702
1728.9852	27757
1731.1809	27819
1733.3741	27761
1735.5669	27796
1737.7607	27850
1739.9524	27928
1742.1434	27967
1744.3339	27999
1746.5255	27993
1748.7148	28046
1750.9037	28035
1753.0918	28131
1755.2795	28168
1757.4666	28171
1759.6549	28203
1761.8408	28281
1764.0262	28335
1766.2111	28354
1768.3954	28413
1770.5791	28383
1772.7622	28457
1774.9448	28545
1777.127	28542
1779.3083	28642
1781.4893	28694
1783.6697	28690
1785.8495	28830
1788.0287	28809
1790.2074	28800
1792.3855	28937
1794.5631	28946
1796.7401	28948
1798.9166	29001
1801.0925	29127
1803.2678	29120
1805.4426	29185
1807.6168	29128
1809.7905	29223
1811.9636	29247
1814.1344	29301
1816.3064	29342
1818.4779	29413
